Iteration,Makespan
1,1265.9
2,1174.4
3,1440.1999999999998
4,1300.2
5,1206.6999999999998
6,1446.6000000000001
7,1188.5
8,1550.6999999999998
9,1474.8999999999999
10,1426.0999999999997
11,1384.9999999999998
12,1525.6000000000001
13,1392.9999999999998
14,1064.3
15,1342.3999999999999
16,1521.1000000000001
17,1394.8
18,1484.4
19,1402.5
20,1520.1
21,1272.2000000000003
22,1293.8999999999999
23,1177.1999999999998
24,1330.0999999999997
25,1442.6999999999998
26,1385.4999999999998
27,1268.8
28,1544.1999999999996
29,1440.4
30,1362.3999999999996
31,1369.8999999999999
32,1099.1
33,1544.4999999999998
34,1256.6999999999998
35,1323.1
36,1181.0
37,1500.0
38,1556.0
39,1423.4
40,1309.6999999999998
41,1408.8
42,1148.6
43,1569.4999999999998
44,1063.6000000000001
45,1355.6999999999998
46,1641.9999999999998
47,1477.3999999999999
48,1334.9999999999995
49,1134.3000000000002
50,1305.6
